3049100000	3049109999	North
3049110000	3049119999	North
3049120000	3049129999	North
3049130000	3049139999	North
3049140000	3049149999	North
3049150000	3049159999	North
3049160000	3049169999	North
3049170000	3049179999	North
3049180000	3049189999	North
3049190000	3049199999	North
3049200000	3049209999	North
3049210000	3049219999	North
3049220000	3049229999	North
3049230000	3049239999	North
3049240000	3049249999	North
3049250000	3049259999	North
3049260000	3049269999	North
3049270000	3049279999	North
3049280000	3049289999	North
3049290000	3049299999	North
3049300000	3049399999	North
3049400000	3049409999	North
3049410000	3049419999	North
3049420000	3049429999	North
3049430000	3049439999	North
3049440000	3049449999	North
3049560000	3049569999	North
3049570000	3049579999	North
3049600000	3049609999	North
3049610000	3049619999	North
3049700000	3049709999	North
3049710000	3049719999	North
3049750000	3049759999	North
3049880000	3049889999	North
3055000000	3055999999	North
3056250000	3056259999	North
3056260000	3056269999	North
3057510000	3057519999	North
3059000000	3059009999	North
3059010000	3059019999	North
3059030000	3059039999	North
3059040000	3059049999	North
3059050000	3059059999	North
3059060000	3059069999	North
3059070000	3059079999	North
3059080000	3059089999	North
3059090000	3059099999	North
3059100000	3059199999	North
3059200000	3059299999	North
3059300000	3059309999	North
3059310000	3059319999	North
3059320000	3059329999	North
3059330000	3059339999	North
3059340000	3059349999	North
3059360000	3059369999	North
3059370000	3059379999	North
3059380000	3059389999	North
3059390000	3059399999	North
3059400000	3059409999	North
3059410000	3059419999	North
3059420000	3059429999	North
3059430000	3059439999	North
3059440000	3059449999	North
3059450000	3059459999	North
3059460000	3059469999	North
3059480000	3059489999	North
3059490000	3059499999	North
3059500000	3059599999	North
3059600000	3059699999	North
3059700000	3059799999	North
3059800000	3059809999	North
3059810000	3059819999	North
3059820000	3059829999	North
3059830000	3059839999	North
3059840000	3059849999	North
3059850000	3059859999	North
3059860000	3059869999	North
3059870000	3059879999	North
3059880000	3059889999	North
3061065000	3061065999	North
3063160000	3063169999	North
3063970000	3063979999	North
3065000000	3065999999	North
3066860000	3066869999	North
3066870000	3066879999	North
3067560000	3067569999	North
3068000000	3068009999	North
3068010000	3068019999	North
3068020000	3068029999	North
3068040000	3068049999	North
3068050000	3068059999	North
3068060000	3068069999	North
3068070000	3068079999	North
3068080000	3068089999	North
3068090000	3068099999	North
3068100000	3068109999	North
3068120000	3068129999	North
3068130000	3068139999	North
3068140000	3068149999	North
3068160000	3068169999	North
3068170000	3068179999	North
3068180000	3068189999	North
3068190000	3068199999	North
3068300000	3068309999	North
3068320000	3068329999	North
3068340000	3068349999	North
3068360000	3068369999	North
3068500000	3068509999	North
3068510000	3068519999	North
3068520000	3068529999	North
3068530000	3068539999	North
3068540000	3068549999	North
3068550000	3068559999	North
3068560000	3068569999	North
3068700000	3068709999	North
3068750000	3068759999	North
3068780000	3068789999	North
3068790000	3068799999	North
3068800000	3068899999	North
3068900000	3068999999	North
3073970000	3073979999	North
3073980000	3073989999	North
3075000000	3075999999	North
3076390000	3076399999	North
3076860000	3076869999	North
3076870000	3076879999	North
3077100000	3077199999	North
3077490000	3077499999	North
3077520000	3077529999	North
3077560000	3077569999	North
3077570000	3077579999	North
3078000000	3078009999	North
3078010000	3078019999	North
3078020000	3078029999	North
3078040000	3078049999	North
3078050000	3078059999	North
3078060000	3078069999	North
3078070000	3078079999	North
3078080000	3078089999	North
3078090000	3078099999	North
3078100000	3078109999	North
3078120000	3078129999	North
3078130000	3078139999	North
3078140000	3078149999	North
3078160000	3078169999	North
3078170000	3078179999	North
3078180000	3078189999	North
3078260000	3078269999	North
3078270000	3078279999	North
3078290000	3078299999	North
3078300000	3078309999	North
3078320000	3078329999	North
3078350000	3078359999	North
3078360000	3078369999	North
3078390000	3078399999	North
3078400000	3078409999	North
3078410000	3078419999	North
3078420000	3078429999	North
3078430000	3078439999	North
3078440000	3078449999	North
3078460000	3078469999	North
3078470000	3078479999	North
3078480000	3078489999	North
3078490000	3078499999	North
3078500000	3078509999	North
3078510000	3078519999	North
3078520000	3078529999	North
3078530000	3078539999	North
3078540000	3078549999	North
3078550000	3078559999	North
3078560000	3078569999	North
3078570000	3078579999	North
3078580000	3078589999	North
3078620000	3078629999	North
3078640000	3078649999	North
3078650000	3078659999	North
3078780000	3078789999	North
3078880000	3078889999	North
3078900000	3078999999	North
3085000000	3085999999	North
3086650000	3086659999	North
3086840000	3086849999	North
3086850000	3086859999	North
3086860000	3086869999	North
3086870000	3086879999	North
3086880000	3086889999	North
3088000000	3088009999	North
3088010000	3088019999	North
3088020000	3088029999	North
3088030000	3088039999	North
3088040000	3088049999	North
3088050000	3088059999	North
